"","classroom","ac2","pb2","female","black","frl","sped","age","ac1","db1","cp1","pb1","er1","r.ac2","r.pb2"
"351",9,3.2,-2.352647596,1,1,0,0,-0.950689108,-1.219354839,1.679583418,1.133640553,-1.28204504,1.511381619,0.178388869081532,-1.19044200113938
"352",13,3.8,1.247352404,1,1,0,0,-0.665952626,1.380645161,-0.764861027,-2.00921659,1.51795496,-1.288618381,-0.554995442481764,0.209333021395319
"353",50,5,1.247352404,1,0,0,0,0.566080228,1.380645161,-0.764861027,2.133640553,0.51795496,-0.288618381,0.0893648753352096,0.186958798582334
"354",28,1.8,-1.552647596,0,1,1,0,0.043150728,-1.819354839,2.235138973,1.705069124,-1.48204504,1.111381619,0.242236663061873,0.108854944332902
"355",58,4.6,0.847352404,0,1,1,0,-0.203255843,0.380645161,-0.653749915,1.562211982,0.51795496,0.111381619,0.940946884135017,-0.170176592877063
"356",68,4.4,1.047352404,1,1,0,0,0.659167155,1.780645161,-0.542638804,2.133640553,0.51795496,-0.088618381,-0.758792281718496,0.0278151059579309
"357",17,1.2,-0.552647596,0,1,1,0,-1.832277061,-2.219354839,-0.209305471,1.847926267,-0.08204504,0.111381619,-0.325965795155208,-0.0438316797417136
"358",77,2.6,1.047352404,1,1,1,0,0.11981055,-0.219354839,-0.542638804,-0.152073733,0.71795496,-0.888618381,-1.04512577200637,0.118599812564306
"359",1,1.6,-1.752647596,0,1,1,0,1.869297203,-2.019354839,1.679583418,1.562211982,-1.68204504,1.111381619,0.0837256738264187,0.131002289166141
"360",10,4.8,0.647352404,0,1,0,0,-1.438026548,0.980645161,-0.431527693,-0.866359447,0.11795496,-0.688618381,0.279423493908265,0.401397057933002
"361",49,2.6,-2.152647596,1,0,0,0,1.472308839,0.980645161,-0.320416582,0.562211982,-0.88204504,-0.488618381,-1.22448518446594,-1.57627897794383
"362",91,5,0.647352404,0,1,0,0,2.036306101,1.780645161,0.235138973,-1.152073733,0.51795496,0.311381619,0.512394426808815,-0.122172049617186
"363",16,3.8,0.047352404,0,0,1,0,1.978811235,-0.819354839,-0.653749915,-0.866359447,0.91795496,-1.288618381,0.533915202552449,-0.105562936803625
"364",82,4.2,0.447352404,0,0,0,0,-0.953426958,1.780645161,-0.431527693,-1.866359447,0.71795496,-1.088618381,-0.445270394085632,0.214661306713174
"365",86,2.4,-1.552647596,0,1,0,0,-1.350415323,-1.019354839,0.679583418,0.847926267,-0.88204504,0.511381619,-0.603409557627555,-0.641788222558781
"366",21,5,1.247352404,1,1,1,0,0.826176053,0.180645161,-0.764861027,-1.580645161,1.51795496,-0.288618381,1.12526790090933,0.0833658847197026
"367",88,4,-1.352647596,0,1,1,0,0.180043267,-1.019354839,1.90180564,2.133640553,-0.68204504,1.911381619,0.678986184628645,-0.790445852573443
"368",45,2.6,-1.352647596,0,0,0,1,-1.218998485,1.780645161,-0.653749915,0.276497696,-1.68204504,-0.488618381,-1.13314814151984,-0.268816207495801
"369",10,4.8,1.047352404,0,1,1,0,-1.229949888,1.380645161,-0.542638804,-1.723502304,1.31795496,-1.288618381,-0.157251472039351,-0.0536344314146423
"370",16,5,0.647352404,0,0,0,0,1.277921433,1.780645161,-0.209305471,-1.580645161,1.31795496,-1.088618381,-0.304025071977249,0.0333441050136628
"371",28,2.4,-1.752647596,1,1,1,0,-0.835699375,-0.419354839,0.90180564,0.133640553,-1.88204504,0.511381619,-0.324888727972267,-0.116793715284216
"372",98,3.4,0.247352404,0,1,1,1,-0.12385817,0.180645161,-0.431527693,-0.152073733,1.51795496,-0.688618381,-0.162357322344302,-0.481604005639904
"373",53,3.2,0.247352404,1,1,1,0,-0.066363303,1.580645161,-0.764861027,1.847926267,-0.28204504,-0.488618381,-1.05749364815007,-0.452968318443768
"374",44,1.6,-1.152647596,0,1,1,0,0.648215752,-1.419354839,1.90180564,0.276497696,-1.68204504,1.311381619,-0.439334149517394,-0.0348542247557548
"375",75,2.2,-0.552647596,1,1,0,0,-0.808320867,-2.219354839,0.457361196,1.705069124,-1.08204504,-0.288618381,0.868394788811034,0.838163242849354
"376",54,4.8,0.647352404,0,1,1,0,0.423711987,-0.419354839,0.012916751,1.705069124,-0.68204504,0.111381619,1.19342188057383,0.151646452573374
"377",106,1.4,-0.352647596,0,1,1,1,2.682438887,-2.219354839,0.346250085,0.847926267,-1.28204504,0.511381619,0.13671384093682,0.88424697586452
"378",36,5,1.247352404,0,0,1,0,0.757729783,0.380645161,-0.764861027,1.705069124,0.31795496,-0.488618381,1.1346011661891,1.10233427752237
"379",37,1.6,-0.752647596,0,1,1,0,-1.147814364,-0.819354839,0.012916751,-0.00921659,-1.28204504,-0.488618381,-0.683275843249124,-0.266639628927595
"380",107,4,0.647352404,1,0,1,0,1.995238339,0.980645161,-0.209305471,-1.294930876,0.51795496,-1.088618381,-0.586352069067268,-0.0754011282326651
"381",84,2,-1.552647596,0,1,1,0,-0.589292804,-1.619354839,2.568472307,1.847926267,-1.68204504,3.311381619,0.435432276442505,0.419867895492698
"382",51,4.4,1.247352404,0,1,0,0,-0.008868437,0.180645161,-0.764861027,2.276497696,0.51795496,-0.288618381,0.548228205748409,0.111798568472883
"383",95,3.2,-0.952647596,1,0,0,0,-1.55027843,-0.419354839,0.457361196,-0.00921659,-0.28204504,0.711381619,-0.365273961393773,-0.337599272533305
"384",55,1,-1.552647596,0,1,1,1,-1.229949888,-2.219354839,1.457361196,-0.152073733,-1.68204504,1.911381619,0.445935467170175,0.138745177722183
"385",88,4.6,-0.552647596,0,1,1,0,0.848078859,0.980645161,0.790694529,-0.152073733,-0.28204504,-0.288618381,-0.308288218842152,-0.69701469416188
"386",94,2,-0.152647596,0,0,0,0,-1.503734967,-1.419354839,0.457361196,0.419354839,-0.88204504,1.511381619,-0.175998648858162,0.792591073573706
"387",38,2.8,0.647352404,1,1,1,0,1.715977559,1.180645161,-0.764861027,1.847926267,0.51795496,-0.088618381,-1.24597753437697,-0.436063299936071
"388",39,3,1.247352404,0,1,1,0,-0.638574118,-1.019354839,0.012916751,-0.437788018,-0.08204504,0.511381619,0.325550625401523,1.05541364299037
"389",69,5,1.247352404,0,1,1,1,-1.487307862,1.180645161,-0.764861027,-1.723502304,1.31795496,-1.288618381,-0.107624981799835,-0.181737745293868
"390",15,2.2,-2.552647596,0,0,0,0,-1.005446123,-1.019354839,1.568472307,1.133640553,-1.08204504,1.111381619,-0.817201828829835,-1.31548655656124
"391",69,3.8,-1.152647596,0,1,0,0,-1.569443386,0.380645161,2.012916751,0.133640553,-1.68204504,1.911381619,-0.459862128242877,-0.236342202614329
"392",93,4,0.247352404,0,0,0,1,-0.939737705,1.180645161,-0.09819436,-1.152073733,1.11795496,-0.288618381,-0.480534996945426,0.443009426417633
"393",43,4.8,1.247352404,1,0,1,0,0.809748948,1.380645161,-0.542638804,2.133640553,0.31795496,-0.288618381,-0.396060212760348,0.467717318456431
"394",21,4.4,1.247352404,0,1,0,0,0.470255451,1.780645161,-0.653749915,-1.866359447,1.51795496,-0.288618381,-0.595550998323987,0.0130959227349681
"395",57,1,-0.952647596,0,1,1,0,-1.405172338,-1.419354839,2.568472307,-0.294930876,-1.48204504,1.711381619,-1.23440507499259,0.210805855822728
"396",45,1.6,-0.752647596,0,1,1,0,-1.563967684,-0.219354839,0.457361196,-0.437788018,-0.88204504,0.311381619,-0.634710464787034,0.265284628256373
"397",84,4.2,-0.752647596,1,0,0,0,-0.550962893,1.780645161,-0.653749915,-1.580645161,1.51795496,-1.288618381,-0.761060238870822,-1.98983851540027
"398",106,5,0.047352404,1,0,0,0,1.573609318,1.780645161,0.346250085,-1.00921659,0.71795496,0.511381619,-0.0673376459279785,-0.63624891409793
"399",80,3.8,-0.752647596,0,1,1,0,1.981549085,0.580645161,0.90180564,-0.00921659,-0.88204504,0.911381619,0.583475647764623,0.14046852787634
"400",43,4,0.447352404,1,1,1,0,0.516798914,0.780645161,-0.653749915,2.133640553,-0.08204504,-0.488618381,-0.47892701697475,0.123367085980448
"401",57,2.6,-0.152647596,0,1,1,0,-1.777520045,-0.619354839,-0.320416582,0.99078341,-0.08204504,0.111381619,-0.435939885644659,-0.185302732681481
"402",26,4,-0.352647596,1,1,1,0,-1.613248998,-0.419354839,-0.320416582,-0.437788018,-0.28204504,-0.088618381,0.706320742475756,0.0743996192933448
"403",77,2.8,-1.552647596,0,1,0,0,1.004136354,0.780645161,0.790694529,-0.580645161,0.51795496,0.311381619,-1.42572284014906,-2.19125884753796
"404",55,0.4,-0.752647596,0,1,1,0,-1.569443386,-2.019354839,-0.431527693,0.419354839,-0.08204504,-0.088618381,-0.700291335080351,-0.424194734045796
"405",32,5,1.047352404,1,1,1,0,-0.249799306,1.180645161,-0.764861027,-1.294930876,1.31795496,-0.288618381,0.387839167598901,0.103559631074668
"406",4,2.4,-0.352647596,0,1,1,0,-0.342886233,-0.219354839,-0.320416582,0.276497696,0.11795496,-0.888618381,-0.589619788536795,-0.17811939994194
"407",55,2.4,-1.152647596,1,1,1,0,-0.036246945,-0.019354839,0.235138973,-0.152073733,-0.48204504,-0.288618381,-0.223714034771121,-0.830795845303628
"408",4,4,-0.952647596,0,1,1,0,-0.734398896,0.380645161,0.679583418,0.133640553,-0.48204504,2.311381619,0.681353807871948,-0.000816849651406206
"409",35,5,1.247352404,1,0,0,0,-0.660476924,1.780645161,-0.764861027,2.133640553,0.51795496,-0.288618381,-0.0224408715316015,-0.000836394148888387
"410",46,1,-2.752647596,0,1,1,0,-1.145076514,-2.619354839,1.790694529,-0.437788018,-1.88204504,-0.088618381,-0.000544635595207701,-1.19115436002285
"411",5,4,-0.752647596,0,1,1,0,1.787161679,0.780645161,0.124027862,-0.866359447,0.51795496,-0.088618381,0.594306460569193,-0.217285568368862
"412",37,1,-1.552647596,0,1,1,0,-1.216260634,-1.619354839,-0.209305471,0.133640553,-1.88204504,-0.688618381,-0.618143024687113,-0.648484722505617
"413",98,3.8,0.847352404,1,1,1,0,-0.742612448,0.380645161,-0.653749915,-1.152073733,0.51795496,-0.688618381,-0.0947745175827526,0.61495630649399
"414",81,3.8,1.047352404,1,0,0,0,-1.594084043,-0.419354839,-0.653749915,-1.437788018,1.51795496,-1.088618381,0.561472876601793,0.316455177338361
"415",22,3.6,0.247352404,1,1,1,0,1.658482692,-0.219354839,0.90180564,-1.00921659,-0.08204504,1.311381619,0.556659112966746,0.46996262477581
"416",47,3.2,0.047352404,1,1,0,0,-1.865131271,0.580645161,-0.431527693,1.562211982,0.11795496,-0.288618381,-0.939325618672049,-0.726331208255971
"417",56,5,1.247352404,0,1,1,1,0.91926298,1.780645161,-0.653749915,1.99078341,0.51795496,-0.288618381,0.24392491567855,0.781880674394682
"418",3,4.4,1.247352404,1,1,1,0,0.125286252,-0.019354839,-0.653749915,-1.437788018,1.51795496,-1.288618381,0.951575139398812,0.44766944106957
"419",37,4.4,0.247352404,1,1,1,0,-1.536589176,0.780645161,0.790694529,1.847926267,-1.48204504,0.111381619,0.837502435113753,0.705804998013365
"420",44,2.8,-2.552647596,1,1,1,0,1.176620954,-0.019354839,1.235138973,0.419354839,-1.88204504,0.711381619,-0.37244408762666,-1.58958590294767
"421",105,4,0.647352404,0,0,0,0,2.036306101,-1.619354839,-0.209305471,0.276497696,0.91795496,-0.688618381,1.0597247135831,-0.162195694787618
"422",45,0.2,-1.352647596,0,1,1,0,-1.780257896,-1.219354839,-0.209305471,-0.00921659,-1.08204504,0.111381619,-1.26851291929058,-0.156868479431196
"423",52,5,1.047352404,0,0,0,0,-0.816534419,0.180645161,-0.542638804,1.133640553,-1.08204504,-0.088618381,1.20602081461412,0.8073642323862
"424",35,4.2,0.647352404,1,0,1,0,-0.550962893,-0.219354839,-0.542638804,0.419354839,-0.28204504,0.311381619,0.793230143936132,0.192030326378392
"425",9,4.4,0.247352404,0,1,1,0,-1.191619977,-0.419354839,0.568472307,-0.723502304,-0.28204504,0.311381619,0.739574915541904,0.648321178980997
"426",79,5,1.047352404,0,1,0,0,1.715977559,1.780645161,-0.09819436,-2.00921659,-0.28204504,-0.088618381,0.257018271153861,0.830396346765979
"427",5,4,-0.352647596,0,1,1,0,2.000714041,0.380645161,0.124027862,-0.580645161,0.51795496,-0.288618381,0.899772077619871,0.188106763847874
"428",39,5,1.047352404,0,1,1,0,-0.860340032,1.180645161,-0.431527693,1.99078341,0.31795496,-0.088618381,0.618768286045958,0.304630261031974
"429",95,2.8,0.047352404,0,0,0,0,-1.720025179,-1.219354839,0.012916751,-0.866359447,0.11795496,0.311381619,-0.11955044418865,0.508369023017874
"430",105,1.4,-0.552647596,1,0,0,0,1.1629317,-1.419354839,0.012916751,0.419354839,0.91795496,0.111381619,-1.81145568818638,-1.35719540532443
"431",50,5,0.847352404,0,1,0,0,0.549653124,1.780645161,-0.764861027,2.133640553,0.51795496,-0.288618381,0.130848565216235,0.0155868125919646
"432",105,5,1.247352404,1,1,1,0,1.201261611,1.780645161,-0.764861027,-1.723502304,1.51795496,-1.288618381,-0.481119437279224,-0.191931004519442
"433",53,4.6,-0.352647596,1,1,1,0,-0.633098416,0.980645161,2.346250085,0.847926267,-3.28204504,2.711381619,1.18157406269665,1.35306539828808
"434",14,4.4,1.047352404,1,1,1,0,-0.668690477,-0.619354839,-0.653749915,-0.580645161,1.51795496,-0.088618381,0.935703026923547,-0.504531471342356
"435",42,4.2,1.047352404,0,1,0,0,1.179358805,-0.219354839,-0.431527693,1.562211982,0.11795496,0.511381619,0.475377729328237,0.755995070625929
"436",27,3.2,-1.152647596,0,1,0,0,-1.216260634,0.580645161,0.346250085,-0.437788018,-0.28204504,0.711381619,-0.531536623208429,-0.725166061386594
"437",4,2.4,0.447352404,0,1,1,0,-0.425021757,-0.019354839,-0.09819436,-0.152073733,0.51795496,-0.688618381,-0.787133047095496,0.38288340439044
"438",17,4.8,0.847352404,1,1,1,0,-1.454453653,1.580645161,-0.209305471,-1.437788018,1.31795496,-1.088618381,0.114160544787751,-0.0709275661619663
"439",61,2.4,0.047352404,0,1,0,0,-0.827485822,-0.619354839,0.235138973,-0.437788018,-0.88204504,0.911381619,-0.647437849949492,0.389664037533225
"440",84,1.6,1.047352404,1,1,1,0,-0.260750709,-1.219354839,-0.764861027,-0.152073733,1.51795496,-1.288618381,-0.839965084581332,0.25176794226337
"441",33,3.4,1.047352404,0,0,1,1,1.628366334,0.380645161,-0.764861027,-1.723502304,1.51795496,-0.888618381,-0.455532686314376,0.115443129991555
"442",5,4,0.847352404,0,1,1,0,0.943903637,0.980645161,-0.764861027,-1.580645161,1.51795496,-1.288618381,0.271190543423175,0.561730205888864
"443",11,3,-0.552647596,1,0,1,0,0.418236286,-0.619354839,0.124027862,-0.152073733,-0.68204504,-0.288618381,-0.103054926085964,-0.0351857236423435
"444",11,2.4,-0.952647596,0,0,1,0,0.297770851,-0.819354839,-0.431527693,-0.437788018,-0.48204504,0.111381619,-0.463862591231521,-0.405948561490686
"445",106,5,1.247352404,0,0,1,1,1.839180844,1.380645161,-0.653749915,-1.580645161,0.91795496,-0.488618381,0.478654421578335,0.47484695906259
"446",3,4,0.447352404,1,1,1,0,0.390857778,-0.019354839,-0.431527693,-0.866359447,0.91795496,-1.288618381,0.632854072774564,0.024852266700351
"447",101,3.6,-2.152647596,0,1,1,0,0.593458736,0.780645161,0.90180564,0.847926267,-1.28204504,1.111381619,-0.0314362063214407,-0.871476562653848
"448",47,3.2,0.047352404,0,1,1,0,-1.191619977,-1.019354839,-0.320416582,0.705069124,-0.88204504,-0.888618381,0.506276950705745,0.068179344371701
"449",7,4.2,0.247352404,1,1,1,0,-0.841175076,0.380645161,-0.431527693,-0.580645161,0.11795496,0.311381619,0.437579764112104,0.204100889758674
"450",2,2,-2.352647596,0,1,1,0,0.631788647,-1.819354839,1.90180564,0.99078341,-2.08204504,1.711381619,0.0749356963268769,-0.599896955445052
"451",94,3.6,0.447352404,1,0,0,0,-1.024611079,-0.819354839,-0.320416582,-0.152073733,0.11795496,0.711381619,0.744471024787917,0.524335006846509
"452",81,4.6,-1.552647596,1,1,0,0,-1.125911558,1.380645161,1.679583418,-1.00921659,-0.08204504,1.311381619,0.494146298285064,-0.903285253943302
"453",2,2,-0.752647596,1,1,0,0,0.963068592,-3.019354839,0.790694529,1.847926267,-1.28204504,0.711381619,0.758471309984062,0.355759020390043
"454",100,4.8,0.247352404,0,1,1,0,-0.01981984,0.780645161,0.346250085,-0.152073733,-0.08204504,0.311381619,1.14339856369232,0.137044848686225
"455",28,0.4,-1.552647596,0,1,0,0,-0.017081989,-3.019354839,1.124027862,2.276497696,-0.88204504,1.711381619,-0.323321416673409,-0.103505827443139
"456",25,2.8,0.247352404,0,0,0,0,-1.832277061,-0.419354839,-0.431527693,-1.580645161,1.31795496,-0.088618381,-0.435830697645778,-0.683713742902422
"457",93,3.8,-1.952647596,0,1,0,0,-1.777520045,-0.219354839,2.012916751,-0.00921659,-1.68204504,3.311381619,0.821141244476894,0.764514794643818
"458",14,5,1.247352404,1,0,0,0,-0.118382468,1.780645161,-0.764861027,-2.152073733,1.51795496,-0.288618381,-0.510958216070851,-0.71358763274085
"459",73,1.8,-0.552647596,1,1,1,0,-0.701544686,-1.819354839,-0.209305471,1.133640553,-0.28204504,-0.688618381,0.0739588976532354,0.0437762377313396
"460",73,4.8,0.447352404,1,1,0,0,0.045888579,1.580645161,-0.320416582,-1.152073733,0.71795496,-1.088618381,0.392112183987895,0.0784394298159019
"461",10,4.8,-0.552647596,0,1,1,0,-1.292920456,0.780645161,0.124027862,-1.580645161,-0.08204504,-0.088618381,0.479113368333709,-0.548564269283762
"462",14,3.8,1.047352404,0,0,0,0,0.018510071,0.780645161,-0.209305471,0.99078341,0.11795496,0.911381619,-0.640655584196731,0.280467349060806
"463",7,2.4,-1.352647596,1,0,1,0,-0.334672681,-1.219354839,0.790694529,0.99078341,-1.08204504,0.911381619,-0.21601005356682,-0.606506938265488
"464",68,5,1.247352404,1,0,0,0,0.686545663,1.780645161,-0.764861027,2.133640553,0.51795496,1.511381619,-0.35811983720542,0.271541865447414
"465",2,4.4,0.247352404,1,1,1,0,0.615361543,0.180645161,0.012916751,-1.866359447,-0.08204504,-0.288618381,0.572311741626797,0.226331361695986
"466",7,2.2,-0.352647596,0,1,1,1,-0.81927227,-1.619354839,-0.09819436,0.847926267,-0.48204504,-0.088618381,0.282156797735176,0.208474381179354
"467",72,5,0.847352404,0,1,0,0,-0.219682948,1.580645161,-0.431527693,-2.152073733,1.11795496,-0.688618381,-0.0546323373440716,-0.280946888570542
"468",68,3.8,-0.552647596,0,1,0,0,0.092432042,-0.619354839,0.457361196,-0.00921659,-0.68204504,1.311381619,0.691620439307469,-0.314308683584822
"469",78,2,-1.152647596,0,1,1,0,0.965806443,-2.019354839,2.235138973,1.99078341,-1.68204504,2.911381619,-0.227170472341879,0.403809620799026
"470",31,4,1.047352404,1,1,1,0,0.193732521,1.180645161,-0.653749915,-2.00921659,1.51795496,-1.288618381,-0.368422368415812,0.300506925519895
"471",12,5,0.247352404,1,1,1,0,-1.251852694,1.180645161,1.790694529,-1.00921659,-1.28204504,0.711381619,0.46228436032362,0.764263208140382
"472",68,5,1.047352404,0,1,0,0,0.081480639,1.780645161,-0.09819436,2.276497696,0.31795496,0.711381619,-0.0284335914698145,0.341224554657859
"473",47,5,0.647352404,0,1,1,0,-1.041038184,1.780645161,-0.653749915,2.133640553,-0.08204504,-0.888618381,0.121450492368958,-0.0896779983374236
"474",60,4.4,0.847352404,0,1,1,0,-0.99175687,-0.419354839,-0.209305471,0.276497696,-0.08204504,1.111381619,0.449267660851596,0.112684375050019
"475",12,5,1.247352404,1,0,1,0,-1.821325658,-0.219354839,-0.209305471,-0.580645161,-0.08204504,-0.688618381,1.09733213642097,0.735089125629165
"476",91,3.6,1.247352404,1,1,1,0,1.116388237,-0.219354839,0.568472307,-0.294930876,-0.28204504,0.511381619,0.590916307408369,1.09942997248602
"477",103,3.8,-1.352647596,0,1,1,0,0.514061063,-0.019354839,2.012916751,0.562211982,-1.28204504,1.911381619,0.88406275184065,0.465622522804683
"478",39,5,1.047352404,0,0,0,0,-0.093741811,1.780645161,-0.431527693,2.276497696,-0.28204504,-0.288618381,0.0130021885708981,0.414130159673925
"479",65,3.6,-0.752647596,1,0,0,0,-0.857602181,-0.219354839,0.012916751,0.847926267,-1.08204504,-0.288618381,0.130632458897694,-0.0317961649365229
"480",40,4,-1.152647596,0,1,1,1,0.086956341,-1.019354839,0.457361196,-0.437788018,-1.48204504,0.511381619,1.96092046151022,-0.0503376372958905
"481",47,5,1.247352404,0,0,0,0,-1.366842427,1.580645161,-0.653749915,2.133640553,0.51795496,-0.288618381,-0.0422476868890026,0.0331783909426569
"482",9,3,-1.952647596,0,1,0,0,-1.637889655,-1.019354839,2.346250085,1.562211982,-2.08204504,1.111381619,0.000211765681336912,-0.287053181555188
"483",12,5,1.247352404,1,0,0,0,-1.106746603,1.580645161,-0.653749915,-2.152073733,1.11795496,-1.088618381,-0.401098946737725,-0.227123939754643
"484",17,4.8,1.247352404,0,0,0,0,-1.563967684,0.780645161,0.346250085,-1.152073733,0.51795496,-0.488618381,0.680926920539587,0.870108426562087
"485",11,4,-0.752647596,0,1,1,0,1.05889337,-0.219354839,0.124027862,-0.437788018,-0.48204504,-0.088618381,0.939968341953542,-0.0960008004404432
"486",72,3.4,-1.552647596,1,1,1,0,0.347052165,-1.219354839,1.346250085,1.276497696,-1.28204504,2.311381619,0.733202799673958,-0.592717201638786
"487",3,2.4,-0.352647596,1,1,1,0,0.322411508,0.380645161,-0.764861027,-0.723502304,0.51795496,0.311381619,-1.18985732402723,-0.332491326668228
"488",14,4,1.047352404,0,0,1,0,0.002082966,-0.619354839,-0.653749915,0.133640553,0.11795496,-0.488618381,0.590390338367133,0.224281301195725
"489",36,3.4,-0.152647596,0,1,0,1,1.242329373,-0.819354839,-0.542638804,0.562211982,-0.28204504,-0.688618381,0.89415314192967,0.382559763567602
"490",35,2.8,1.047352404,1,0,1,0,-0.570127848,-0.619354839,-0.764861027,1.562211982,0.51795496,-0.288618381,-0.404663624346227,0.0241669309395376
"491",71,5,0.847352404,0,1,0,0,-1.164241469,1.780645161,-0.653749915,-2.00921659,0.91795496,-0.488618381,-0.133642860702089,-0.0424898672055514
"492",102,0.2,-2.552647596,1,1,1,0,0.64274005,-2.819354839,1.790694529,2.276497696,-2.28204504,2.311381619,-1.01837321240613,-0.319253760671861
"493",107,4,-0.152647596,1,1,1,0,1.855607949,-0.019354839,1.124027862,-0.294930876,-0.28204504,1.111381619,0.538936218014385,0.198190510950435
"494",88,4.8,-0.752647596,1,1,1,0,0.817962501,0.780645161,1.90180564,0.99078341,0.11795496,0.111381619,-0.0990333338089547,-1.16871411766586
"495",38,5,1.247352404,0,0,0,0,1.3354163,1.780645161,-0.764861027,2.276497696,0.51795496,-0.288618381,0.350638699517313,-0.0380358493339644
"496",26,1,-1.352647596,0,1,1,0,-0.942475555,-2.619354839,1.012916751,1.562211982,-1.08204504,0.711381619,-0.386978759081462,-0.0494724873832797
"497",66,5,1.247352404,1,0,0,0,-1.043776034,1.380645161,-0.764861027,2.276497696,0.51795496,-0.288618381,0.0810376179858244,-0.0105146898229856
"498",95,1.4,-1.752647596,1,0,0,0,-1.703598074,-1.419354839,0.790694529,0.419354839,-0.28204504,0.511381619,-1.4199943251237,-1.08579701814839
"499",74,4.6,0.847352404,1,1,1,0,-0.843912927,1.780645161,-0.764861027,-2.152073733,1.51795496,-1.288618381,-0.118274959205616,0.241374228961533
"500",52,5,1.247352404,0,1,0,0,-0.85486433,0.980645161,-0.764861027,1.99078341,-0.28204504,-0.088618381,0.749656274680608,0.60606317956216
"501",86,4.4,-1.552647596,0,1,1,0,-0.091003961,-1.619354839,0.568472307,1.276497696,-1.48204504,0.711381619,1.97873527307376,-0.160554927842787
"502",90,2.2,-0.352647596,0,0,1,0,2.028092549,-1.219354839,0.679583418,0.276497696,-0.28204504,0.311381619,-0.039771797448101,0.304626488444075
"503",11,4,-0.952647596,1,0,1,0,1.064369072,0.980645161,0.124027862,-0.437788018,-0.28204504,-0.288618381,-0.332531983350093,-0.816350117857689
"504",5,3.4,-0.352647596,1,1,1,0,1.776210276,0.380645161,-0.320416582,-1.152073733,1.11795496,-0.288618381,0.110782646220281,-0.269581347602656
"505",83,2.2,-0.352647596,0,1,0,0,-1.517424221,-1.019354839,-0.09819436,0.562211982,-0.28204504,-0.888618381,-0.0754684611126449,0.202431260884883
"506",11,1.2,-1.552647596,0,1,0,1,0.451090495,-0.819354839,-0.209305471,0.419354839,-0.28204504,0.111381619,-1.29436915394891,-0.928613114312806
"507",77,5,1.247352404,1,1,0,0,0.963068592,0.980645161,-0.209305471,-0.723502304,0.51795496,-0.488618381,0.495782662194513,0.39891169419902
"508",83,1.8,-0.752647596,0,1,0,1,-1.714549477,-0.619354839,-0.653749915,0.133640553,-0.28204504,0.111381619,-0.60288590915603,-0.0466214094937432
"509",107,4.8,0.247352404,0,0,1,0,1.904889263,1.380645161,0.679583418,-0.723502304,0.31795496,0.511381619,0.0787320524120825,-0.0827129383892252
"510",27,4.4,0.647352404,0,1,1,0,-1.216260634,1.180645161,-0.653749915,-1.723502304,0.11795496,-0.088618381,0.159833918535193,0.683121143524062
"511",83,3,-0.352647596,1,0,0,0,-1.851442017,-0.219354839,-0.542638804,0.133640553,-0.28204504,-0.888618381,-0.233737117606324,-0.128153643786027
"512",1,3.2,-1.552647596,0,1,1,1,2.20605285,-0.819354839,1.568472307,0.562211982,-1.08204504,1.511381619,0.887522578129245,-0.0404736536877669
"513",105,0.8,-2.152647596,0,1,1,1,2.293664075,-2.819354839,0.679583418,2.419354839,-1.48204504,0.511381619,-0.506968635333598,-0.950384124066297
"514",79,4.2,-0.352647596,0,1,0,1,1.184834506,0.980645161,0.124027862,-1.437788018,-0.48204504,0.111381619,0.23299136665536,-0.31476863050756
"515",33,4.4,1.247352404,0,0,0,0,1.433978928,-0.019354839,-0.653749915,0.276497696,0.71795496,-1.288618381,0.759617668822048,0.723580922166149
"516",28,4,0.247352404,0,1,1,0,-0.405856801,0.780645161,-0.09819436,-0.866359447,0.31795496,-0.688618381,0.211788234053782,0.312692891460693
"517",45,4,-1.352647596,0,1,0,0,-1.774782195,1.780645161,1.790694529,2.705069124,-0.88204504,1.511381619,0.284326810314089,-0.381569501771532
"518",57,4.4,-0.552647596,0,1,1,0,-1.101270901,-0.019354839,0.012916751,0.99078341,-1.28204504,-0.088618381,1.06941174844296,0.101665219695572
"519",68,3.8,-0.152647596,0,1,1,0,0.36347927,-0.819354839,0.235138973,0.133640553,-0.08204504,2.711381619,0.82513953480131,-0.0649067351146721
"520",63,2.4,-0.352647596,0,1,1,0,-0.216945097,-1.219354839,-0.542638804,-0.723502304,-0.88204504,-0.688618381,-0.179161208495527,0.352364219525138
"521",29,3.6,-1.352647596,1,1,1,0,-0.67964188,0.380645161,-0.09819436,-0.437788018,-0.48204504,-0.488618381,-0.353848551975063,-0.657238659729866
"522",86,2.4,-1.152647596,1,1,0,0,-0.266226411,-1.419354839,0.457361196,0.562211982,-1.28204504,0.911381619,-0.322507578421454,0.0343358004585285
"523",66,5,1.247352404,1,1,1,0,-0.967116212,0.380645161,-0.653749915,2.133640553,0.31795496,-0.288618381,1.10466105112619,0.399406892477338
"524",38,4,1.247352404,1,0,1,0,1.743356067,1.380645161,-0.764861027,1.705069124,0.51795496,-0.288618381,-0.434310954369013,-0.0618295939871369
"525",92,2.2,-2.552647596,0,1,1,0,1.548968661,-1.819354839,2.457361196,0.847926267,-1.28204504,2.511381619,-0.511294952098327,-1.16640568376855
"526",64,3.2,0.447352404,0,1,1,0,-1.23542559,-1.219354839,1.012916751,-0.00921659,-0.68204504,1.511381619,0.23804377194381,0.417038233354513
