"","classroom","ac2","pb2","female","black","frl","sped","age","ac1","db1","cp1","pb1","er1","r.ac2","r.pb2"
"175",58,2.6,0.847352404,0,1,0,0,-0.047198348,-1.819354839,0.235138973,0.419354839,0.31795496,1.111381619,0.625397416114649,0.284052549175186
"176",100,4,1.247352404,0,0,1,0,-0.556438594,0.180645161,0.124027862,-0.437788018,1.51795496,0.311381619,0.357023613123148,-0.00947937750721377
"177",5,0.2,-2.552647596,0,1,1,0,1.086271878,-3.019354839,-0.431527693,1.847926267,-2.08204504,0.111381619,-0.0518331424178356,-0.0499161620585828
"178",83,3,-0.352647596,1,1,0,0,-1.547540579,-0.419354839,-0.764861027,-0.294930876,-0.08204504,-0.888618381,0.135180497716506,-0.048691817810901
"179",81,2.8,-0.152647596,1,1,0,0,-1.599559744,-0.019354839,-0.431527693,-0.866359447,1.11795496,-1.288618381,-0.460607127609819,-0.515940673427689
"180",101,5,1.247352404,0,0,1,0,1.450406033,-0.219354839,-0.320416582,-1.00921659,1.11795496,-1.288618381,1.57823525400377,0.599419203113239
"181",75,2,-1.152647596,0,1,1,0,-0.586554953,0.780645161,-0.653749915,-0.723502304,0.51795496,-0.288618381,-1.65683469311095,-0.912126321700647
"182",2,2.8,-1.152647596,0,1,1,0,0.401809181,0.180645161,0.346250085,-0.437788018,-1.48204504,0.311381619,-0.743739724957044,-0.137034389259043
"183",49,1.8,-1.152647596,1,0,0,0,1.461357436,-1.019354839,-0.542638804,0.276497696,-0.28204504,-0.088618381,-0.582911028652911,-0.726325253414503
"184",105,5,-0.152647596,1,0,1,0,1.642055588,1.780645161,-0.653749915,-2.00921659,0.71795496,-1.288618381,-0.609686245041269,-1.26046859741501
"185",91,5,1.247352404,1,1,1,0,1.691336902,1.580645161,-0.320416582,-2.00921659,1.51795496,-0.488618381,0.418217324541831,-0.313698175935436
"186",71,3.4,-1.752647596,0,1,0,0,-1.851442017,-1.419354839,0.346250085,0.419354839,-1.08204504,0.911381619,0.923828765181629,-0.934410512370587
"187",83,3,-0.352647596,1,1,0,0,-1.073892393,0.580645161,-0.653749915,-0.437788018,-0.08204504,-0.888618381,-0.601911888783208,-0.128262927288124
"188",76,1.6,-1.752647596,0,1,1,0,0.388119927,-2.019354839,2.568472307,1.562211982,-2.48204504,3.711381619,0.134609197312919,0.387182667795902
"189",77,5,1.247352404,0,1,1,0,1.02330131,0.380645161,-0.209305471,-1.152073733,1.51795496,-0.488618381,0.95346527706971,-0.0839400202422573
"190",34,5,0.647352404,0,1,0,0,-0.143023126,1.180645161,0.012916751,-0.580645161,1.31795496,-0.088618381,0.910003757906945,-0.122231821561067
"191",70,2,0.447352404,0,1,0,0,-1.736452284,-2.219354839,0.568472307,1.99078341,0.11795496,0.311381619,0.225409225209561,0.749266274405508
"192",21,2.6,-1.552647596,0,1,1,0,0.215635328,-0.219354839,0.235138973,1.705069124,1.31795496,0.311381619,-0.83069241659229,-2.42691734586495
"193",71,4,0.647352404,1,1,0,0,-1.331250367,1.580645161,-0.542638804,-1.723502304,0.51795496,-0.288618381,-1.04599956791645,-0.0290810051435407
"194",1,3,0.647352404,1,1,1,0,1.688599051,-0.819354839,-0.764861027,-0.580645161,0.31795496,-0.688618381,0.185623078416682,0.845545205368893
"195",63,1.8,-2.352647596,0,1,1,0,0.286819448,-1.219354839,2.124027862,-1.00921659,-2.28204504,3.111381619,-0.523026475443083,-0.217872732122438
"196",14,4.6,1.247352404,0,1,1,0,-0.238847903,1.180645161,-0.542638804,-1.294930876,0.51795496,-0.688618381,0.0037777560937237,0.18201919366374
"197",82,2.2,-1.752647596,1,1,0,0,-1.610511147,-0.419354839,1.346250085,0.133640553,-1.68204504,0.711381619,-0.362238636271287,0.0524218829615785
"198",96,1.4,-0.752647596,0,1,0,0,-1.104008752,-1.819354839,0.679583418,1.562211982,-0.28204504,0.911381619,-0.906053573184923,0.157735445747693
"199",80,5,1.047352404,1,1,1,0,1.472308839,1.780645161,-0.431527693,-1.437788018,1.51795496,-1.288618381,0.424035096357748,-0.0645288634618773
"200",26,1.2,-1.752647596,0,1,1,1,-0.301818471,-2.619354839,1.124027862,1.705069124,-1.08204504,1.111381619,0.00524611123193028,-0.346158712346837
"201",88,5,1.247352404,1,1,1,0,1.034252713,1.580645161,0.124027862,-1.152073733,0.51795496,-0.488618381,-0.564494004785016,0.447135565143563
"202",39,4.8,0.447352404,1,0,0,0,-0.085528259,0.980645161,-0.320416582,1.705069124,0.31795496,-0.088618381,0.237719734679141,-0.544732564575357
"203",14,4,1.047352404,1,0,1,0,0.065053534,0.780645161,-0.764861027,-1.580645161,0.91795496,-0.288618381,-0.667385999783979,-0.438082441074739
"204",12,5,-0.352647596,0,1,0,0,-1.298396158,0.980645161,0.235138973,-0.437788018,-0.08204504,-0.888618381,0.538902004143469,-0.742620300203879
"205",78,4.2,0.647352404,1,1,1,0,0.872719517,0.780645161,-0.542638804,-1.152073733,0.71795496,-1.088618381,-0.623729154174684,-0.171647359581542
"206",11,3.2,0.647352404,0,0,0,0,1.143766744,-0.819354839,-0.764861027,0.562211982,-0.28204504,-0.488618381,0.321736907800463,0.968011703260664
"207",70,3.8,1.247352404,1,1,0,0,-1.30660971,0.580645161,-0.653749915,-1.866359447,1.51795496,-1.288618381,-0.392263901214431,0.157110314663559
"208",106,5,0.847352404,0,0,0,0,1.332678449,0.980645161,-0.542638804,-1.437788018,0.91795496,-1.088618381,0.576330205882055,-0.037475741913514
"209",105,5,0.847352404,1,1,1,0,1.737880365,0.780645161,-0.09819436,-1.294930876,-0.48204504,-0.688618381,0.534342642456736,0.845833997920701
"210",35,1.8,-1.352647596,0,0,0,0,-0.233372201,-2.219354839,1.90180564,-1.152073733,-1.88204504,2.511381619,0.225647955434374,-0.228644010705484
"211",33,2,-0.352647596,1,1,0,1,3.136922117,-1.819354839,-0.542638804,-1.723502304,1.31795496,-1.288618381,-0.0238149467352832,-0.924117608018005
"212",71,4.2,0.647352404,1,1,0,0,-1.643365357,0.780645161,-0.09819436,-0.580645161,0.51795496,-0.088618381,-0.243961806084878,0.0537998121689892
"213",59,2.8,-1.352647596,1,1,1,0,1.680385499,-0.619354839,1.124027862,0.847926267,-1.08204504,1.311381619,-0.0643773172540198,-0.420318431940695
"214",3,2.2,0.447352404,0,1,1,0,0.15540261,-1.619354839,-0.431527693,1.133640553,0.91795496,-0.688618381,0.161592539241144,0.306134023130589
"215",63,2.4,-0.752647596,1,1,1,0,-0.205993694,-2.219354839,-0.431527693,-1.437788018,-1.28204504,-0.288618381,0.514588518894384,0.273416295747674
"216",5,2.8,-0.952647596,0,1,1,0,1.833705143,0.180645161,0.346250085,-0.723502304,0.51795496,0.511381619,-0.139440531255314,-0.28230508113492
"217",65,3.6,-2.352647596,1,1,0,0,-0.416808204,-0.219354839,1.90180564,0.276497696,-2.28204504,0.711381619,0.535057255364184,-0.539240730211939
"218",38,4.8,1.247352404,0,1,1,0,1.784423829,1.580645161,-0.653749915,1.99078341,0.51795496,-0.088618381,0.565369994029173,0.209971996540236
"219",91,2.2,0.247352404,1,1,1,0,1.617414931,-0.219354839,-0.209305471,-1.294930876,1.31795496,0.511381619,-0.982284245825075,-0.899606845360422
"220",47,5,1.247352404,1,0,0,0,-1.802160703,1.580645161,-0.764861027,2.133640553,0.51795496,-0.888618381,-0.178507440158907,-0.136505699214133
"221",18,4,-1.152647596,0,1,0,0,1.423027525,0.180645161,0.457361196,-0.00921659,-0.88204504,0.911381619,0.484507770073371,0.00730286917347235
"222",84,4.8,0.447352404,1,1,1,0,-0.255275008,1.780645161,-0.764861027,-2.00921659,1.51795496,-1.288618381,0.0930861692115306,-0.587265074790856
"223",9,3.2,-0.952647596,0,1,1,0,-1.060203139,-0.619354839,0.568472307,-0.00921659,-0.88204504,0.311381619,-0.232389966423519,-0.160030781957234
"224",56,3.4,-0.552647596,0,1,1,0,0.872719517,0.180645161,-0.320416582,0.99078341,-0.28204504,0.711381619,-0.20842850958955,-0.26695417363007
"225",38,4,1.247352404,0,1,1,1,1.924054219,0.980645161,-0.764861027,1.99078341,0.11795496,0.111381619,0.433127278770007,0.586183681165148
"226",23,4.2,-1.152647596,0,1,1,0,1.532541556,-0.819354839,1.235138973,0.705069124,-1.28204504,1.311381619,1.60260748634922,0.50364295251708
"227",4,0.4,-0.752647596,0,1,1,0,0.924738681,-2.619354839,0.124027862,0.562211982,-0.48204504,0.311381619,-0.646098256045001,0.185722839385594
"228",90,2.2,-1.552647596,0,1,1,0,1.151980297,-1.419354839,0.457361196,1.276497696,-0.88204504,1.511381619,0.415119696977049,-0.16489584028515
"229",2,3.6,-0.352647596,0,1,0,0,0.500371809,0.180645161,0.679583418,-0.723502304,-1.08204504,1.111381619,0.0157349726506116,0.512417819089594
"230",50,5,1.247352404,0,1,0,0,0.623575095,1.780645161,-0.764861027,2.133640553,0.51795496,0.111381619,0.141715588840879,0.472685727274641
"231",76,4,0.647352404,1,1,1,0,0.878195218,1.180645161,-0.542638804,-1.580645161,0.31795496,-1.088618381,-0.406099088286567,0.0170904187206999
"232",50,4.6,0.647352404,0,1,1,0,0.730351276,0.780645161,-0.320416582,1.562211982,-0.28204504,-0.488618381,0.586573153501336,0.400207966852924
"233",17,5,1.247352404,0,0,0,0,-1.347677472,1.780645161,-0.653749915,-2.00921659,1.51795496,-0.888618381,0.00756110023702057,0.10507842520917
"234",82,1.6,-0.352647596,0,1,0,0,-1.490045713,-1.419354839,-0.431527693,0.419354839,0.31795496,-0.088618381,-0.342387204631062,0.237999752863018
"235",48,5,0.847352404,1,0,0,0,1.850132248,1.580645161,-0.542638804,2.419354839,0.51795496,0.311381619,0.158226316294032,0.218997772381157
"236",61,0.4,-1.552647596,1,1,1,0,-0.778204508,-3.019354839,0.679583418,-0.294930876,-1.28204504,-0.088618381,-0.910923422319158,-0.960963997254483
"237",79,2.4,-0.152647596,1,1,1,0,1.461357436,-1.019354839,1.235138973,0.705069124,-1.08204504,1.911381619,-0.191989830284452,0.563183459982401
"238",6,2,-0.552647596,0,1,1,0,-0.761777403,-1.219354839,0.679583418,0.705069124,-1.08204504,0.111381619,-0.49203322853667,0.560783322239836
"239",70,3.8,0.447352404,0,1,0,0,-1.104008752,0.380645161,0.124027862,-1.580645161,1.31795496,-1.088618381,-0.097088920847322,-0.390759673172885
"240",26,3.2,0.247352404,1,1,1,0,-1.832277061,-0.419354839,-0.764861027,-0.723502304,0.51795496,-0.488618381,-0.203169064953998,0.111958095485184
"241",35,3.2,1.247352404,1,1,1,0,-0.006130586,0.580645161,-0.764861027,1.99078341,0.51795496,-0.288618381,-0.652057891641745,0.305108519926184
"242",36,5,1.247352404,0,0,0,1,0.505847511,1.580645161,-0.653749915,2.133640553,0.51795496,-0.288618381,0.355865419451754,0.923299106599315
"243",51,4.8,1.047352404,0,1,0,0,-0.293604919,0.580645161,-0.653749915,1.276497696,-0.28204504,-0.288618381,0.724176660487089,0.390813959050296
"244",3,2.6,-1.552647596,1,1,0,0,0.596196587,-0.619354839,1.012916751,-0.294930876,-1.08204504,0.511381619,-0.0505536098549789,-0.420590058881947
"245",26,4,0.647352404,1,1,0,0,-1.106746603,0.580645161,-0.09819436,-0.866359447,-0.08204504,-0.088618381,-0.067250296826979,0.857529121565532
"246",50,2.6,-2.352647596,1,1,1,0,0.407284883,-0.019354839,0.012916751,1.276497696,-0.28204504,0.711381619,-0.908104929558929,-2.44360425111049
"247",72,4.4,0.047352404,0,1,1,0,-0.775466657,-0.219354839,-0.09819436,-0.437788018,0.11795496,-0.088618381,0.831110635638586,-0.21699567950496
"248",52,1.6,0.247352404,0,1,1,0,-0.490730175,-2.219354839,0.124027862,-0.00921659,-1.08204504,0.511381619,-0.125217252825752,0.506637445468489
"249",38,3.8,1.047352404,0,1,1,1,1.105436833,0.980645161,-0.764861027,1.99078341,0.51795496,-0.088618381,0.155442588070056,0.0967783689008815
"250",9,3.4,-1.352647596,0,1,1,0,-1.276493351,-0.019354839,1.457361196,0.419354839,-1.88204504,1.711381619,-0.343947280665434,0.213196999631575
"251",90,2.8,0.247352404,1,1,1,0,1.354581255,-0.419354839,-0.320416582,-1.00921659,0.51795496,-0.088618381,-0.0472537195868334,0.379932002836619
"252",102,5,0.847352404,1,0,0,0,0.831651755,-0.219354839,-0.431527693,-1.866359447,1.11795496,1.111381619,1.1451471124815,0.381076340047676
"253",53,2,-1.152647596,0,1,0,0,-0.044460497,-0.019354839,-0.431527693,0.847926267,-0.68204504,0.311381619,-0.900080164485515,-1.27329666858296
"254",26,2,-0.552647596,0,1,1,0,-1.490045713,-1.219354839,-0.431527693,0.419354839,0.51795496,-0.288618381,-0.670116124765396,-0.517938724197855
"255",81,1.6,-1.552647596,0,1,0,0,-0.947951257,-0.419354839,0.90180564,0.419354839,0.11795496,0.911381619,-1.06012970506995,-0.863188124601352
"256",42,5,0.647352404,0,0,1,0,1.806326635,0.980645161,-0.542638804,2.133640553,0.31795496,0.311381619,0.148990353492033,-0.069155867198852
"257",73,4,0.447352404,1,1,0,0,-0.29908062,0.780645161,0.012916751,-1.437788018,0.71795496,-0.088618381,0.201591976675263,0.28712516663294
"258",35,3.6,1.247352404,1,0,1,0,-0.315507725,-0.019354839,-0.764861027,2.133640553,0.31795496,-0.288618381,-0.0210930123647329,0.296649397142486
"259",64,3.6,1.047352404,1,0,0,0,-1.355891024,-1.619354839,0.568472307,-0.580645161,-0.68204504,1.311381619,0.571578889721953,0.750602153912435
"260",82,1.8,-1.952647596,1,1,0,0,-1.440764399,0.580645161,2.124027862,1.276497696,-1.08204504,1.311381619,-1.55860242400895,-0.537483156856279
"261",82,1.8,-0.952647596,1,1,0,0,-0.466089518,-2.219354839,-0.209305471,-0.294930876,-0.28204504,0.511381619,0.462105015835226,0.106585597590931
"262",68,4.4,1.247352404,1,0,1,0,0.086956341,-0.819354839,-0.320416582,0.99078341,-0.08204504,1.111381619,1.0443647379173,0.835892004358867
"263",22,1.6,-0.752647596,0,1,1,0,1.450406033,-1.419354839,1.346250085,0.705069124,-1.48204504,1.511381619,-0.26338137782897,0.550172023677506
"264",51,5,1.247352404,1,0,0,0,-0.545487191,0.580645161,-0.764861027,2.133640553,0.51795496,-0.288618381,0.485673935585373,-0.189221224886292
"265",96,2.8,-1.352647596,1,1,0,0,-1.197095679,-1.219354839,0.235138973,-0.00921659,0.31795496,0.911381619,-0.147689466620062,-0.940625390413631
"266",57,5,1.247352404,1,1,0,0,-1.372318129,1.780645161,-0.653749915,2.133640553,0.51795496,-0.288618381,-0.0203767062735731,0.471894042038841
"267",46,4.8,-0.352647596,1,1,0,0,-1.361366726,0.780645161,-0.209305471,1.99078341,-0.68204504,0.911381619,1.00974195673445,0.179929258315157
"268",98,5,1.247352404,1,0,0,0,-0.356575487,1.380645161,-0.764861027,-1.294930876,1.51795496,-1.288618381,-0.00923670856309604,0.0209856043063206
"269",51,4.8,1.047352404,0,0,0,0,-0.753563851,0.580645161,-0.653749915,1.419354839,0.11795496,-0.288618381,0.429725756597214,-0.0503471048236256
"270",5,2.8,-0.552647596,0,1,1,0,2.373061748,0.380645161,0.90180564,-0.152073733,0.11795496,0.511381619,-0.22244302489812,0.353773111116484
"271",64,4.2,0.847352404,0,1,0,0,-1.531113475,-0.819354839,-0.431527693,1.705069124,0.51795496,1.111381619,0.777698814108536,-0.0659698687030112
"272",40,5,1.247352404,1,0,1,0,-0.238847903,1.780645161,-0.764861027,2.133640553,0.51795496,-0.288618381,0.107337351151302,0.398779338498991
"273",50,3,0.247352404,0,1,1,0,0.609885841,-1.219354839,0.457361196,0.276497696,-1.28204504,0.911381619,0.623911542840665,1.01263586881548
"274",103,4.2,-1.552647596,0,0,0,0,0.875457367,0.780645161,0.679583418,-0.437788018,-0.28204504,0.711381619,0.301676613525211,-0.788055769853204
"275",74,5,1.047352404,0,1,0,0,-0.964378362,0.580645161,-0.764861027,-2.152073733,1.51795496,-1.288618381,1.27644051122311,0.610055905228594
"276",78,1.8,-1.752647596,1,1,1,0,1.042466265,-2.819354839,-0.431527693,1.133640553,-1.68204504,-0.088618381,0.000160038627036679,-0.622842005116935
"277",46,2.6,0.447352404,1,0,0,0,-0.986281168,-0.819354839,-0.764861027,1.276497696,-0.28204504,-0.288618381,-0.283409545857787,0.52246097367779
"278",43,3,-0.952647596,1,1,1,0,0.415498435,-0.619354839,0.346250085,-0.00921659,-1.48204504,0.511381619,-0.259506625156929,-0.110376376912381
"279",67,5,1.247352404,0,0,1,0,0.875457367,1.580645161,-0.320416582,1.847926267,0.11795496,0.711381619,0.422321172640841,0.599877527877643
"280",83,2,-0.352647596,0,1,0,0,-1.177930723,-1.619354839,-0.209305471,0.847926267,-0.88204504,0.711381619,0.291484432823135,0.859827004004896
"281",94,4.2,0.047352404,1,1,0,0,-0.898669943,0.180645161,0.235138973,-1.723502304,0.31795496,0.111381619,0.785681101719478,0.0256048830299005
"282",1,5,1.247352404,1,1,0,0,1.51063875,1.580645161,-0.653749915,-2.152073733,1.51795496,-1.288618381,0.201801419113601,0.395229737790095
"283",75,1,-1.352647596,0,1,1,0,-0.444186712,-2.419354839,0.012916751,1.133640553,-1.08204504,0.711381619,-0.0293032954548045,0.299616264340642
"284",17,2,-0.352647596,0,1,1,0,-1.388745234,-0.819354839,-0.431527693,-0.152073733,1.11795496,-0.088618381,-0.717995425467266,-0.728637732154175
"285",29,2.4,0.047352404,1,1,1,0,-0.381216144,-2.219354839,-0.431527693,0.847926267,0.31795496,-0.488618381,0.327020588012315,0.449266703607527
"286",95,1.6,-1.152647596,1,1,0,0,-1.082105945,-2.019354839,0.568472307,-1.152073733,0.31795496,-0.088618381,-0.604807140942162,-0.69627611955542
"287",72,3.6,1.047352404,0,1,0,0,-0.832961524,0.580645161,-0.653749915,-1.152073733,-0.68204504,-0.688618381,-0.510023775261678,1.1291399276964
"288",78,5,0.847352404,1,1,0,0,0.697497066,1.780645161,-0.542638804,-1.437788018,0.51795496,-1.088618381,-0.573266122211692,0.0568677985643562
"289",100,2.2,-0.152647596,0,1,0,0,-0.764515254,-1.019354839,0.124027862,1.276497696,-0.48204504,1.111381619,-0.0695345893714039,0.222806954620883
"290",26,2.6,-0.952647596,1,1,1,0,-1.317561113,-0.819354839,-0.320416582,0.276497696,-0.48204504,0.311381619,-0.347377371074393,-0.312190215442347
"291",88,5,1.247352404,1,1,0,0,0.861768113,-0.219354839,0.235138973,0.276497696,0.31795496,-0.288618381,0.806135933297743,0.727194495704243
"292",74,2.8,-0.752647596,0,1,1,1,-0.879504987,-0.219354839,-0.542638804,0.847926267,-0.28204504,0.711381619,0.121943006170626,0.328731283000857
"293",43,4.2,-0.752647596,1,1,0,0,0.240275985,0.780645161,-0.209305471,1.276497696,-0.88204504,-0.288618381,-0.209732332768688,-0.550122786023956
"294",1,2.4,-0.952647596,0,1,0,0,1.190310208,-0.219354839,0.012916751,-0.294930876,-0.28204504,0.511381619,-0.690276867466107,-0.196846205808475
"295",36,2,-1.552647596,1,1,1,0,2.104752371,-1.219354839,0.457361196,-0.00921659,-1.48204504,-0.088618381,-0.286354011748373,-0.234425429233914
"296",85,4.4,1.047352404,1,1,0,0,-1.051989587,0.780645161,-0.320416582,-1.866359447,1.51795496,-1.288618381,0.325061733365848,-0.153610079016281
"297",42,3,0.047352404,1,1,1,0,1.439454629,-0.819354839,0.790694529,0.562211982,-0.08204504,0.311381619,-0.347735782975937,-0.149664267726012
"298",77,3.2,0.047352404,0,1,1,0,0.957592891,-0.019354839,0.346250085,-0.580645161,0.31795496,1.711381619,-0.36027280429407,-0.18568896030695
"299",27,2.8,0.047352404,0,1,1,0,-1.358628875,-0.819354839,-0.431527693,-0.152073733,0.31795496,0.111381619,0.0495729245762785,0.139560592066145
"300",6,2,-1.952647596,1,1,1,0,-0.12385817,-1.219354839,1.90180564,0.847926267,-2.08204504,1.311381619,-0.438608283591716,-0.112873090372291
"301",90,2.2,-2.152647596,0,1,1,1,1.573609318,-1.219354839,2.346250085,1.562211982,-2.28204504,3.511381619,0.645156081733279,0.429980516876809
"302",25,3.2,0.847352404,1,1,0,0,-1.665268163,-0.219354839,-0.542638804,-0.437788018,0.51795496,-0.288618381,0.0385620956465883,0.469715529606011
"303",107,4,-0.152647596,0,0,0,0,1.680385499,0.780645161,0.124027862,-0.580645161,-0.08204504,0.711381619,-0.23933585488234,-0.167064012613565
"304",35,5,1.247352404,1,1,1,0,-0.151236678,1.780645161,-0.764861027,1.847926267,0.51795496,-0.288618381,0.239685738883641,0.202464523705458
"305",84,3.8,-0.552647596,0,1,1,0,-0.000654885,1.780645161,-0.764861027,-1.723502304,1.51795496,-1.288618381,-0.787646962197612,-1.50657420339072
"306",104,4.8,1.247352404,1,0,0,0,0.615361543,0.180645161,-0.542638804,-1.152073733,1.11795496,-0.688618381,0.130618931367149,0.177947388897469
"307",96,2.2,-2.352647596,0,1,0,0,-1.109484453,-1.819354839,1.568472307,1.847926267,-1.88204504,1.511381619,0.0922202555030862,-0.347187579568504
"308",40,5,1.247352404,1,1,1,0,-0.676904029,1.780645161,-0.764861027,2.133640553,0.51795496,-0.288618381,0.326461317962344,0.576625379823258
"309",69,3.8,1.247352404,0,1,0,0,-1.210784932,-0.619354839,-0.653749915,-0.580645161,0.91795496,-0.688618381,-0.0537190938604856,0.246290507950786
"310",79,5,0.647352404,1,1,1,0,2.112965923,1.580645161,-0.09819436,-1.866359447,0.71795496,0.111381619,0.214445526160904,-0.222347628216366
"311",19,5,1.047352404,0,0,1,0,0.943903637,0.580645161,-0.542638804,-0.294930876,-0.08204504,-0.288618381,0.375977950208347,0.283248587445224
"312",16,5,0.247352404,1,0,1,0,1.713239708,1.780645161,-0.764861027,-1.580645161,0.51795496,-0.488618381,-0.280921941952376,0.161470124481163
"313",89,2.4,-1.152647596,0,1,0,0,0.98770925,-1.819354839,1.568472307,0.705069124,-1.48204504,1.911381619,0.871275138729517,0.3423506904078
"314",74,3.8,0.647352404,0,1,0,0,-0.638574118,-0.219354839,-0.431527693,0.705069124,1.51795496,-0.888618381,0.713934829233677,0.311267931292601
"315",69,3.6,0.847352404,1,1,0,0,-1.646103208,-1.619354839,-0.764861027,-0.152073733,0.71795496,-1.088618381,0.391856758919199,-0.0870726255504386
"316",67,2,-1.352647596,1,1,1,0,0.11981055,-1.219354839,0.012916751,0.133640553,-0.68204504,-0.088618381,-0.306838756998727,-1.2570335028947
"317",8,2.8,-0.152647596,1,1,0,0,-1.706335925,-0.219354839,1.012916751,0.705069124,-0.68204504,0.911381619,-0.67363029753787,-0.219786123972549
"318",51,3.4,0.447352404,1,0,1,0,-0.29634277,-0.419354839,-0.320416582,0.419354839,-1.08204504,0.111381619,-0.158199550113349,0.197931887693456
"319",72,2.4,-0.952647596,1,1,1,0,-0.118382468,-0.819354839,1.457361196,0.99078341,-1.28204504,0.711381619,-0.618457777729742,-0.254274516944801
"320",67,5,1.247352404,0,0,0,0,1.028777011,1.780645161,-0.542638804,2.276497696,-0.08204504,-0.488618381,0.264456551150022,0.524120287192574
"321",63,1,-0.552647596,0,1,1,1,-0.189566589,-2.819354839,0.346250085,-1.437788018,-0.68204504,-0.488618381,-0.236226851930054,0.23969063000674
"322",46,1.8,-0.952647596,0,1,1,1,-1.405172338,-0.619354839,0.124027862,0.276497696,-1.28204504,-0.088618381,-0.616968666981573,0.0908116860148561
"323",37,2.4,0.247352404,1,1,1,0,-1.733714433,-0.619354839,-0.431527693,1.705069124,0.11795496,0.511381619,-0.292764655663232,-0.131928007590318
"324",95,2,-1.352647596,1,1,0,0,-1.791209299,-1.419354839,1.790694529,0.847926267,-1.48204504,1.711381619,-0.423317009796191,0.420500212389739
"325",50,4.8,0.647352404,0,0,1,0,0.243013835,1.580645161,-0.209305471,1.562211982,0.11795496,0.311381619,-0.0945526854792978,0.00450238861470668
"326",46,2.2,-1.152647596,1,1,1,0,-1.763830791,-1.019354839,0.012916751,1.419354839,-1.28204504,0.311381619,-0.183780996320312,-0.155735084769123
"327",54,2.4,0.847352404,1,1,1,0,0.273130194,-1.219354839,-0.653749915,0.99078341,-0.08204504,-0.088618381,-0.796395515893953,-0.0637997398818603
"328",49,2.2,-1.552647596,0,1,1,0,1.658482692,-0.419354839,0.235138973,0.847926267,-0.88204504,0.511381619,-0.186831167883653,-0.43990145730154
"329",16,5,-0.552647596,1,1,1,0,2.488051481,1.580645161,-0.431527693,-1.866359447,0.51795496,-1.088618381,0.115043986326372,-0.513779189651197
"330",77,5,1.247352404,1,1,0,0,0.256703089,0.980645161,-0.764861027,-2.00921659,1.51795496,-1.088618381,0.336972646883379,-0.313735666521696
"331",22,1.4,0.847352404,0,1,1,0,1.691336902,-0.619354839,-0.209305471,-1.152073733,0.91795496,-0.288618381,-1.38182001749656,0.327905762770188
"332",76,4,-0.552647596,0,1,1,0,0.333362911,-0.219354839,-0.653749915,-1.294930876,0.11795496,-1.088618381,0.76240300585057,-0.86361390354272
"333",45,3,-0.352647596,1,0,0,0,-1.65431676,-0.219354839,0.790694529,0.133640553,-0.08204504,0.111381619,0.313453739221176,-0.152346590354115
"334",11,4.8,0.247352404,0,0,0,0,0.705710619,-0.019354839,-0.764861027,0.705069124,-0.28204504,-0.488618381,1.30616715124949,0.494060127240193
"335",47,2.8,0.647352404,1,1,0,0,-1.577656938,-0.819354839,-0.764861027,0.276497696,-0.48204504,0.111381619,-0.206632078209488,0.444480211032657
"336",7,1.4,-0.552647596,0,1,1,0,0.037675026,-1.419354839,0.235138973,0.847926267,-0.48204504,1.111381619,-0.775926091849959,0.126734179428371
"337",60,4.4,1.047352404,1,1,1,0,-1.75835509,-0.819354839,-0.542638804,0.847926267,-0.08204504,-0.288618381,0.589277795558342,0.0558821886722113
"338",51,4.8,1.247352404,1,1,0,0,-0.167663783,0.980645161,-0.653749915,0.847926267,0.31795496,-0.288618381,0.246898321990571,0.100983034601378
"339",25,3.8,0.847352404,0,1,1,0,-1.553016281,0.380645161,-0.320416582,-1.294930876,0.91795496,-0.888618381,0.249446993233661,0.184175656359512
"340",77,1.6,-0.552647596,0,1,0,0,1.737880365,-1.619354839,0.012916751,0.562211982,-0.48204504,1.111381619,-0.657484217715452,-0.243664043155967
"341",80,4.4,-0.152647596,0,0,0,0,1.809064486,-0.019354839,0.346250085,0.847926267,-0.08204504,0.711381619,1.29090635048245,0.0515642471314609
"342",36,2.4,-0.752647596,0,1,0,0,0.692021365,-0.819354839,-0.431527693,-0.152073733,-0.68204504,0.511381619,-0.218723173819981,0.164305001692016
"343",13,4.6,-0.352647596,0,0,0,0,-0.594768505,1.380645161,0.012916751,0.276497696,1.11795496,-0.488618381,0.198686965551539,-1.14644312332662
"344",4,4.6,-0.152647596,0,1,1,0,-0.534535788,1.580645161,0.012916751,-2.00921659,0.91795496,-0.088618381,0.161591214825581,-0.506314799448752
"345",69,5,1.247352404,0,1,1,1,-1.254590545,1.180645161,-0.653749915,-1.152073733,1.11795496,-1.088618381,-0.0693085308234041,-0.0299855689327563
"346",70,5,1.247352404,1,1,1,0,-1.473618608,0.580645161,-0.653749915,-1.723502304,1.31795496,-1.088618381,0.843090197045622,0.322641583392493
"347",27,4.4,1.047352404,1,1,0,0,-1.251852694,0.380645161,-0.542638804,-2.152073733,0.71795496,-0.288618381,0.562613153969896,0.652480806621015
"348",11,3.4,-1.152647596,0,1,1,0,0.434663391,0.980645161,-0.764861027,-0.866359447,-0.48204504,-0.688618381,-0.598576327370452,-0.685179551685193
"349",89,2.4,0.247352404,0,1,1,0,0.982233548,-0.819354839,-0.542638804,-0.00921659,0.31795496,-0.888618381,-0.138245879320291,0.142556852765738
"350",54,5,1.247352404,1,1,1,0,0.579769482,1.780645161,-0.653749915,2.133640553,0.31795496,-0.088618381,-0.482011449019188,-0.18126973290863
