classroom,ac2,pb2,female,black,frl,sped,age,ac1,db1,cp1,pb1,er1,r.ac2,r.pb2
88,4.6,-0.552647596,0,1,1,0,0.848078859,0.980645161,0.790694529,-0.152073733,-0.28204504,-0.288618381,-0.308288219,-0.697014694
94,2,-0.152647596,0,0,0,0,-1.503734967,-1.419354839,0.457361196,0.419354839,-0.88204504,1.511381619,-0.175998649,0.792591074
38,2.8,0.647352404,1,1,1,0,1.715977559,1.180645161,-0.764861027,1.847926267,0.51795496,-0.088618381,-1.245977534,-0.4360633
39,3,1.247352404,0,1,1,0,-0.638574118,-1.019354839,0.012916751,-0.437788018,-0.08204504,0.511381619,0.325550625,1.055413643
69,5,1.247352404,0,1,1,1,-1.487307862,1.180645161,-0.764861027,-1.723502304,1.31795496,-1.288618381,-0.107624982,-0.181737745
15,2.2,-2.552647596,0,0,0,0,-1.005446123,-1.019354839,1.568472307,1.133640553,-1.08204504,1.111381619,-0.817201829,-1.315486557
69,3.8,-1.152647596,0,1,0,0,-1.569443386,0.380645161,2.012916751,0.133640553,-1.68204504,1.911381619,-0.459862128,-0.236342203
93,4,0.247352404,0,0,0,1,-0.939737705,1.180645161,-0.09819436,-1.152073733,1.11795496,-0.288618381,-0.480534997,0.443009426
43,4.8,1.247352404,1,0,1,0,0.809748948,1.380645161,-0.542638804,2.133640553,0.31795496,-0.288618381,-0.396060213,0.467717318
21,4.4,1.247352404,0,1,0,0,0.470255451,1.780645161,-0.653749915,-1.866359447,1.51795496,-0.288618381,-0.595550998,0.013095923
57,1,-0.952647596,0,1,1,0,-1.405172338,-1.419354839,2.568472307,-0.294930876,-1.48204504,1.711381619,-1.234405075,0.210805856
45,1.6,-0.752647596,0,1,1,0,-1.563967684,-0.219354839,0.457361196,-0.437788018,-0.88204504,0.311381619,-0.634710465,0.265284628
84,4.2,-0.752647596,1,0,0,0,-0.550962893,1.780645161,-0.653749915,-1.580645161,1.51795496,-1.288618381,-0.761060239,-1.989838515
106,5,0.047352404,1,0,0,0,1.573609318,1.780645161,0.346250085,-1.00921659,0.71795496,0.511381619,-0.067337646,-0.636248914
80,3.8,-0.752647596,0,1,1,0,1.981549085,0.580645161,0.90180564,-0.00921659,-0.88204504,0.911381619,0.583475648,0.140468528
43,4,0.447352404,1,1,1,0,0.516798914,0.780645161,-0.653749915,2.133640553,-0.08204504,-0.488618381,-0.478927017,0.123367086
57,2.6,-0.152647596,0,1,1,0,-1.777520045,-0.619354839,-0.320416582,0.99078341,-0.08204504,0.111381619,-0.435939886,-0.185302733
26,4,-0.352647596,1,1,1,0,-1.613248998,-0.419354839,-0.320416582,-0.437788018,-0.28204504,-0.088618381,0.706320742,0.074399619
77,2.8,-1.552647596,0,1,0,0,1.004136354,0.780645161,0.790694529,-0.580645161,0.51795496,0.311381619,-1.42572284,-2.191258848
55,0.4,-0.752647596,0,1,1,0,-1.569443386,-2.019354839,-0.431527693,0.419354839,-0.08204504,-0.088618381,-0.700291335,-0.424194734
32,5,1.047352404,1,1,1,0,-0.249799306,1.180645161,-0.764861027,-1.294930876,1.31795496,-0.288618381,0.387839168,0.103559631
4,2.4,-0.352647596,0,1,1,0,-0.342886233,-0.219354839,-0.320416582,0.276497696,0.11795496,-0.888618381,-0.589619789,-0.1781194
55,2.4,-1.152647596,1,1,1,0,-0.036246945,-0.019354839,0.235138973,-0.152073733,-0.48204504,-0.288618381,-0.223714035,-0.830795845
4,4,-0.952647596,0,1,1,0,-0.734398896,0.380645161,0.679583418,0.133640553,-0.48204504,2.311381619,0.681353808,-0.00081685
35,5,1.247352404,1,0,0,0,-0.660476924,1.780645161,-0.764861027,2.133640553,0.51795496,-0.288618381,-0.022440872,-0.000836394
46,1,-2.752647596,0,1,1,0,-1.145076514,-2.619354839,1.790694529,-0.437788018,-1.88204504,-0.088618381,-0.000544636,-1.19115436
5,4,-0.752647596,0,1,1,0,1.787161679,0.780645161,0.124027862,-0.866359447,0.51795496,-0.088618381,0.594306461,-0.217285568
37,1,-1.552647596,0,1,1,0,-1.216260634,-1.619354839,-0.209305471,0.133640553,-1.88204504,-0.688618381,-0.618143025,-0.648484723
98,3.8,0.847352404,1,1,1,0,-0.742612448,0.380645161,-0.653749915,-1.152073733,0.51795496,-0.688618381,-0.094774518,0.614956306
81,3.8,1.047352404,1,0,0,0,-1.594084043,-0.419354839,-0.653749915,-1.437788018,1.51795496,-1.088618381,0.561472877,0.316455177
22,3.6,0.247352404,1,1,1,0,1.658482692,-0.219354839,0.90180564,-1.00921659,-0.08204504,1.311381619,0.556659113,0.469962625
47,3.2,0.047352404,1,1,0,0,-1.865131271,0.580645161,-0.431527693,1.562211982,0.11795496,-0.288618381,-0.939325619,-0.726331208
56,5,1.247352404,0,1,1,1,0.91926298,1.780645161,-0.653749915,1.99078341,0.51795496,-0.288618381,0.243924916,0.781880674
3,4.4,1.247352404,1,1,1,0,0.125286252,-0.019354839,-0.653749915,-1.437788018,1.51795496,-1.288618381,0.951575139,0.447669441
37,4.4,0.247352404,1,1,1,0,-1.536589176,0.780645161,0.790694529,1.847926267,-1.48204504,0.111381619,0.837502435,0.705804998
44,2.8,-2.552647596,1,1,1,0,1.176620954,-0.019354839,1.235138973,0.419354839,-1.88204504,0.711381619,-0.372444088,-1.589585903
105,4,0.647352404,0,0,0,0,2.036306101,-1.619354839,-0.209305471,0.276497696,0.91795496,-0.688618381,1.059724714,-0.162195695
45,0.2,-1.352647596,0,1,1,0,-1.780257896,-1.219354839,-0.209305471,-0.00921659,-1.08204504,0.111381619,-1.268512919,-0.156868479
52,5,1.047352404,0,0,0,0,-0.816534419,0.180645161,-0.542638804,1.133640553,-1.08204504,-0.088618381,1.206020815,0.807364232
35,4.2,0.647352404,1,0,1,0,-0.550962893,-0.219354839,-0.542638804,0.419354839,-0.28204504,0.311381619,0.793230144,0.192030326
9,4.4,0.247352404,0,1,1,0,-1.191619977,-0.419354839,0.568472307,-0.723502304,-0.28204504,0.311381619,0.739574916,0.648321179
79,5,1.047352404,0,1,0,0,1.715977559,1.780645161,-0.09819436,-2.00921659,-0.28204504,-0.088618381,0.257018271,0.830396347
5,4,-0.352647596,0,1,1,0,2.000714041,0.380645161,0.124027862,-0.580645161,0.51795496,-0.288618381,0.899772078,0.188106764
39,5,1.047352404,0,1,1,0,-0.860340032,1.180645161,-0.431527693,1.99078341,0.31795496,-0.088618381,0.618768286,0.304630261
95,2.8,0.047352404,0,0,0,0,-1.720025179,-1.219354839,0.012916751,-0.866359447,0.11795496,0.311381619,-0.119550444,0.508369023
105,1.4,-0.552647596,1,0,0,0,1.1629317,-1.419354839,0.012916751,0.419354839,0.91795496,0.111381619,-1.811455688,-1.357195405
50,5,0.847352404,0,1,0,0,0.549653124,1.780645161,-0.764861027,2.133640553,0.51795496,-0.288618381,0.130848565,0.015586813
105,5,1.247352404,1,1,1,0,1.201261611,1.780645161,-0.764861027,-1.723502304,1.51795496,-1.288618381,-0.481119437,-0.191931005
53,4.6,-0.352647596,1,1,1,0,-0.633098416,0.980645161,2.346250085,0.847926267,-3.28204504,2.711381619,1.181574063,1.353065398
14,4.4,1.047352404,1,1,1,0,-0.668690477,-0.619354839,-0.653749915,-0.580645161,1.51795496,-0.088618381,0.935703027,-0.504531471
42,4.2,1.047352404,0,1,0,0,1.179358805,-0.219354839,-0.431527693,1.562211982,0.11795496,0.511381619,0.475377729,0.755995071
27,3.2,-1.152647596,0,1,0,0,-1.216260634,0.580645161,0.346250085,-0.437788018,-0.28204504,0.711381619,-0.531536623,-0.725166061
4,2.4,0.447352404,0,1,1,0,-0.425021757,-0.019354839,-0.09819436,-0.152073733,0.51795496,-0.688618381,-0.787133047,0.382883404
17,4.8,0.847352404,1,1,1,0,-1.454453653,1.580645161,-0.209305471,-1.437788018,1.31795496,-1.088618381,0.114160545,-0.070927566
61,2.4,0.047352404,0,1,0,0,-0.827485822,-0.619354839,0.235138973,-0.437788018,-0.88204504,0.911381619,-0.64743785,0.389664038
84,1.6,1.047352404,1,1,1,0,-0.260750709,-1.219354839,-0.764861027,-0.152073733,1.51795496,-1.288618381,-0.839965085,0.251767942
33,3.4,1.047352404,0,0,1,1,1.628366334,0.380645161,-0.764861027,-1.723502304,1.51795496,-0.888618381,-0.455532686,0.11544313
5,4,0.847352404,0,1,1,0,0.943903637,0.980645161,-0.764861027,-1.580645161,1.51795496,-1.288618381,0.271190543,0.561730206
11,3,-0.552647596,1,0,1,0,0.418236286,-0.619354839,0.124027862,-0.152073733,-0.68204504,-0.288618381,-0.103054926,-0.035185724
11,2.4,-0.952647596,0,0,1,0,0.297770851,-0.819354839,-0.431527693,-0.437788018,-0.48204504,0.111381619,-0.463862591,-0.405948561
106,5,1.247352404,0,0,1,1,1.839180844,1.380645161,-0.653749915,-1.580645161,0.91795496,-0.488618381,0.478654422,0.474846959
3,4,0.447352404,1,1,1,0,0.390857778,-0.019354839,-0.431527693,-0.866359447,0.91795496,-1.288618381,0.632854073,0.024852267
101,3.6,-2.152647596,0,1,1,0,0.593458736,0.780645161,0.90180564,0.847926267,-1.28204504,1.111381619,-0.031436206,-0.871476563
47,3.2,0.047352404,0,1,1,0,-1.191619977,-1.019354839,-0.320416582,0.705069124,-0.88204504,-0.888618381,0.506276951,0.068179344
7,4.2,0.247352404,1,1,1,0,-0.841175076,0.380645161,-0.431527693,-0.580645161,0.11795496,0.311381619,0.437579764,0.20410089
2,2,-2.352647596,0,1,1,0,0.631788647,-1.819354839,1.90180564,0.99078341,-2.08204504,1.711381619,0.074935696,-0.599896955
94,3.6,0.447352404,1,0,0,0,-1.024611079,-0.819354839,-0.320416582,-0.152073733,0.11795496,0.711381619,0.744471025,0.524335007
81,4.6,-1.552647596,1,1,0,0,-1.125911558,1.380645161,1.679583418,-1.00921659,-0.08204504,1.311381619,0.494146298,-0.903285254
2,2,-0.752647596,1,1,0,0,0.963068592,-3.019354839,0.790694529,1.847926267,-1.28204504,0.711381619,0.75847131,0.35575902
100,4.8,0.247352404,0,1,1,0,-0.01981984,0.780645161,0.346250085,-0.152073733,-0.08204504,0.311381619,1.143398564,0.137044849
28,0.4,-1.552647596,0,1,0,0,-0.017081989,-3.019354839,1.124027862,2.276497696,-0.88204504,1.711381619,-0.323321417,-0.103505827
25,2.8,0.247352404,0,0,0,0,-1.832277061,-0.419354839,-0.431527693,-1.580645161,1.31795496,-0.088618381,-0.435830698,-0.683713743
93,3.8,-1.952647596,0,1,0,0,-1.777520045,-0.219354839,2.012916751,-0.00921659,-1.68204504,3.311381619,0.821141244,0.764514795
14,5,1.247352404,1,0,0,0,-0.118382468,1.780645161,-0.764861027,-2.152073733,1.51795496,-0.288618381,-0.510958216,-0.713587633
73,1.8,-0.552647596,1,1,1,0,-0.701544686,-1.819354839,-0.209305471,1.133640553,-0.28204504,-0.688618381,0.073958898,0.043776238
73,4.8,0.447352404,1,1,0,0,0.045888579,1.580645161,-0.320416582,-1.152073733,0.71795496,-1.088618381,0.392112184,0.07843943
10,4.8,-0.552647596,0,1,1,0,-1.292920456,0.780645161,0.124027862,-1.580645161,-0.08204504,-0.088618381,0.479113368,-0.548564269
14,3.8,1.047352404,0,0,0,0,0.018510071,0.780645161,-0.209305471,0.99078341,0.11795496,0.911381619,-0.640655584,0.280467349
7,2.4,-1.352647596,1,0,1,0,-0.334672681,-1.219354839,0.790694529,0.99078341,-1.08204504,0.911381619,-0.216010054,-0.606506938
68,5,1.247352404,1,0,0,0,0.686545663,1.780645161,-0.764861027,2.133640553,0.51795496,1.511381619,-0.358119837,0.271541865
2,4.4,0.247352404,1,1,1,0,0.615361543,0.180645161,0.012916751,-1.866359447,-0.08204504,-0.288618381,0.572311742,0.226331362
7,2.2,-0.352647596,0,1,1,1,-0.81927227,-1.619354839,-0.09819436,0.847926267,-0.48204504,-0.088618381,0.282156798,0.208474381
72,5,0.847352404,0,1,0,0,-0.219682948,1.580645161,-0.431527693,-2.152073733,1.11795496,-0.688618381,-0.054632337,-0.280946889
68,3.8,-0.552647596,0,1,0,0,0.092432042,-0.619354839,0.457361196,-0.00921659,-0.68204504,1.311381619,0.691620439,-0.314308684
78,2,-1.152647596,0,1,1,0,0.965806443,-2.019354839,2.235138973,1.99078341,-1.68204504,2.911381619,-0.227170472,0.403809621
31,4,1.047352404,1,1,1,0,0.193732521,1.180645161,-0.653749915,-2.00921659,1.51795496,-1.288618381,-0.368422368,0.300506926
12,5,0.247352404,1,1,1,0,-1.251852694,1.180645161,1.790694529,-1.00921659,-1.28204504,0.711381619,0.46228436,0.764263208
68,5,1.047352404,0,1,0,0,0.081480639,1.780645161,-0.09819436,2.276497696,0.31795496,0.711381619,-0.028433591,0.341224555
47,5,0.647352404,0,1,1,0,-1.041038184,1.780645161,-0.653749915,2.133640553,-0.08204504,-0.888618381,0.121450492,-0.089677998
60,4.4,0.847352404,0,1,1,0,-0.99175687,-0.419354839,-0.209305471,0.276497696,-0.08204504,1.111381619,0.449267661,0.112684375
12,5,1.247352404,1,0,1,0,-1.821325658,-0.219354839,-0.209305471,-0.580645161,-0.08204504,-0.688618381,1.097332136,0.735089126
91,3.6,1.247352404,1,1,1,0,1.116388237,-0.219354839,0.568472307,-0.294930876,-0.28204504,0.511381619,0.590916307,1.099429972
103,3.8,-1.352647596,0,1,1,0,0.514061063,-0.019354839,2.012916751,0.562211982,-1.28204504,1.911381619,0.884062752,0.465622523
39,5,1.047352404,0,0,0,0,-0.093741811,1.780645161,-0.431527693,2.276497696,-0.28204504,-0.288618381,0.013002189,0.41413016
65,3.6,-0.752647596,1,0,0,0,-0.857602181,-0.219354839,0.012916751,0.847926267,-1.08204504,-0.288618381,0.130632459,-0.031796165
40,4,-1.152647596,0,1,1,1,0.086956341,-1.019354839,0.457361196,-0.437788018,-1.48204504,0.511381619,1.960920462,-0.050337637
47,5,1.247352404,0,0,0,0,-1.366842427,1.580645161,-0.653749915,2.133640553,0.51795496,-0.288618381,-0.042247687,0.033178391
9,3,-1.952647596,0,1,0,0,-1.637889655,-1.019354839,2.346250085,1.562211982,-2.08204504,1.111381619,0.000211766,-0.287053182
12,5,1.247352404,1,0,0,0,-1.106746603,1.580645161,-0.653749915,-2.152073733,1.11795496,-1.088618381,-0.401098947,-0.22712394
17,4.8,1.247352404,0,0,0,0,-1.563967684,0.780645161,0.346250085,-1.152073733,0.51795496,-0.488618381,0.680926921,0.870108427
11,4,-0.752647596,0,1,1,0,1.05889337,-0.219354839,0.124027862,-0.437788018,-0.48204504,-0.088618381,0.939968342,-0.0960008
72,3.4,-1.552647596,1,1,1,0,0.347052165,-1.219354839,1.346250085,1.276497696,-1.28204504,2.311381619,0.7332028,-0.592717202
3,2.4,-0.352647596,1,1,1,0,0.322411508,0.380645161,-0.764861027,-0.723502304,0.51795496,0.311381619,-1.189857324,-0.332491327
14,4,1.047352404,0,0,1,0,0.002082966,-0.619354839,-0.653749915,0.133640553,0.11795496,-0.488618381,0.590390338,0.224281301
36,3.4,-0.152647596,0,1,0,1,1.242329373,-0.819354839,-0.542638804,0.562211982,-0.28204504,-0.688618381,0.894153142,0.382559764
35,2.8,1.047352404,1,0,1,0,-0.570127848,-0.619354839,-0.764861027,1.562211982,0.51795496,-0.288618381,-0.404663624,0.024166931
71,5,0.847352404,0,1,0,0,-1.164241469,1.780645161,-0.653749915,-2.00921659,0.91795496,-0.488618381,-0.133642861,-0.042489867
102,0.2,-2.552647596,1,1,1,0,0.64274005,-2.819354839,1.790694529,2.276497696,-2.28204504,2.311381619,-1.018373212,-0.319253761
107,4,-0.152647596,1,1,1,0,1.855607949,-0.019354839,1.124027862,-0.294930876,-0.28204504,1.111381619,0.538936218,0.198190511
88,4.8,-0.752647596,1,1,1,0,0.817962501,0.780645161,1.90180564,0.99078341,0.11795496,0.111381619,-0.099033334,-1.168714118
38,5,1.247352404,0,0,0,0,1.3354163,1.780645161,-0.764861027,2.276497696,0.51795496,-0.288618381,0.3506387,-0.038035849
26,1,-1.352647596,0,1,1,0,-0.942475555,-2.619354839,1.012916751,1.562211982,-1.08204504,0.711381619,-0.386978759,-0.049472487
66,5,1.247352404,1,0,0,0,-1.043776034,1.380645161,-0.764861027,2.276497696,0.51795496,-0.288618381,0.081037618,-0.01051469
95,1.4,-1.752647596,1,0,0,0,-1.703598074,-1.419354839,0.790694529,0.419354839,-0.28204504,0.511381619,-1.419994325,-1.085797018
74,4.6,0.847352404,1,1,1,0,-0.843912927,1.780645161,-0.764861027,-2.152073733,1.51795496,-1.288618381,-0.118274959,0.241374229
52,5,1.247352404,0,1,0,0,-0.85486433,0.980645161,-0.764861027,1.99078341,-0.28204504,-0.088618381,0.749656275,0.60606318
86,4.4,-1.552647596,0,1,1,0,-0.091003961,-1.619354839,0.568472307,1.276497696,-1.48204504,0.711381619,1.978735273,-0.160554928
90,2.2,-0.352647596,0,0,1,0,2.028092549,-1.219354839,0.679583418,0.276497696,-0.28204504,0.311381619,-0.039771797,0.304626488
11,4,-0.952647596,1,0,1,0,1.064369072,0.980645161,0.124027862,-0.437788018,-0.28204504,-0.288618381,-0.332531983,-0.816350118
5,3.4,-0.352647596,1,1,1,0,1.776210276,0.380645161,-0.320416582,-1.152073733,1.11795496,-0.288618381,0.110782646,-0.269581348
83,2.2,-0.352647596,0,1,0,0,-1.517424221,-1.019354839,-0.09819436,0.562211982,-0.28204504,-0.888618381,-0.075468461,0.202431261
11,1.2,-1.552647596,0,1,0,1,0.451090495,-0.819354839,-0.209305471,0.419354839,-0.28204504,0.111381619,-1.294369154,-0.928613114
77,5,1.247352404,1,1,0,0,0.963068592,0.980645161,-0.209305471,-0.723502304,0.51795496,-0.488618381,0.495782662,0.398911694
83,1.8,-0.752647596,0,1,0,1,-1.714549477,-0.619354839,-0.653749915,0.133640553,-0.28204504,0.111381619,-0.602885909,-0.046621409
107,4.8,0.247352404,0,0,1,0,1.904889263,1.380645161,0.679583418,-0.723502304,0.31795496,0.511381619,0.078732052,-0.082712938
27,4.4,0.647352404,0,1,1,0,-1.216260634,1.180645161,-0.653749915,-1.723502304,0.11795496,-0.088618381,0.159833919,0.683121144
83,3,-0.352647596,1,0,0,0,-1.851442017,-0.219354839,-0.542638804,0.133640553,-0.28204504,-0.888618381,-0.233737118,-0.128153644
1,3.2,-1.552647596,0,1,1,1,2.20605285,-0.819354839,1.568472307,0.562211982,-1.08204504,1.511381619,0.887522578,-0.040473654
105,0.8,-2.152647596,0,1,1,1,2.293664075,-2.819354839,0.679583418,2.419354839,-1.48204504,0.511381619,-0.506968635,-0.950384124
79,4.2,-0.352647596,0,1,0,1,1.184834506,0.980645161,0.124027862,-1.437788018,-0.48204504,0.111381619,0.232991367,-0.314768631
33,4.4,1.247352404,0,0,0,0,1.433978928,-0.019354839,-0.653749915,0.276497696,0.71795496,-1.288618381,0.759617669,0.723580922
28,4,0.247352404,0,1,1,0,-0.405856801,0.780645161,-0.09819436,-0.866359447,0.31795496,-0.688618381,0.211788234,0.312692891
45,4,-1.352647596,0,1,0,0,-1.774782195,1.780645161,1.790694529,2.705069124,-0.88204504,1.511381619,0.28432681,-0.381569502
57,4.4,-0.552647596,0,1,1,0,-1.101270901,-0.019354839,0.012916751,0.99078341,-1.28204504,-0.088618381,1.069411748,0.10166522
68,3.8,-0.152647596,0,1,1,0,0.36347927,-0.819354839,0.235138973,0.133640553,-0.08204504,2.711381619,0.825139535,-0.064906735
63,2.4,-0.352647596,0,1,1,0,-0.216945097,-1.219354839,-0.542638804,-0.723502304,-0.88204504,-0.688618381,-0.179161208,0.35236422
29,3.6,-1.352647596,1,1,1,0,-0.67964188,0.380645161,-0.09819436,-0.437788018,-0.48204504,-0.488618381,-0.353848552,-0.65723866
86,2.4,-1.152647596,1,1,0,0,-0.266226411,-1.419354839,0.457361196,0.562211982,-1.28204504,0.911381619,-0.322507578,0.0343358
66,5,1.247352404,1,1,1,0,-0.967116212,0.380645161,-0.653749915,2.133640553,0.31795496,-0.288618381,1.104661051,0.399406892
38,4,1.247352404,1,0,1,0,1.743356067,1.380645161,-0.764861027,1.705069124,0.51795496,-0.288618381,-0.434310954,-0.061829594
92,2.2,-2.552647596,0,1,1,0,1.548968661,-1.819354839,2.457361196,0.847926267,-1.28204504,2.511381619,-0.511294952,-1.166405684
64,3.2,0.447352404,0,1,1,0,-1.23542559,-1.219354839,1.012916751,-0.00921659,-0.68204504,1.511381619,0.238043772,0.417038233
5,3.4,-0.152647596,1,1,1,0,2.359372494,0.780645161,0.568472307,-1.152073733,0.51795496,0.711381619,-0.080472185,0.422779796
52,4.2,1.247352404,1,1,1,0,-0.808320867,0.180645161,-0.764861027,1.99078341,0.31795496,0.111381619,0.39185711,0.255864047
85,3,-0.552647596,1,1,1,1,-0.808320867,-0.419354839,0.568472307,-1.00921659,-0.08204504,-0.888618381,0.207800517,-0.531372078
93,4.4,-0.952647596,0,0,1,1,-0.99175687,0.380645161,-0.09819436,0.847926267,0.91795496,0.511381619,0.583677963,-0.45474438
66,5,0.847352404,0,0,1,0,-0.989019019,1.780645161,-0.09819436,2.133640553,0.31795496,0.111381619,-0.065398779,-0.165269005
24,4,0.647352404,1,1,1,0,1.313513493,1.780645161,0.346250085,-1.866359447,-0.28204504,-1.288618381,-0.615679056,0.66398695
12,5,0.847352404,1,1,1,0,-0.917834898,0.780645161,-0.209305471,-1.152073733,0.71795496,-1.088618381,0.505475294,-0.11724348
84,3.4,-1.952647596,0,1,0,0,-0.457875966,-0.619354839,2.012916751,0.562211982,-1.48204504,2.111381619,1.019180245,-0.361768793
11,4.6,1.047352404,1,0,0,0,0.289557299,0.180645161,-0.764861027,-0.437788018,-0.08204504,-0.888618381,0.794698857,1.019686427
25,3.8,0.847352404,1,1,1,0,-1.372318129,0.580645161,-0.764861027,-1.866359447,1.31795496,-1.288618381,-0.061753234,-0.21642686
17,5,1.047352404,1,1,0,0,-1.752879388,1.780645161,-0.653749915,-1.294930876,1.51795496,-0.888618381,0.122817552,-0.004336391
95,4.2,-1.152647596,0,0,0,0,-1.158765768,-1.419354839,2.012916751,1.419354839,-0.68204504,2.311381619,1.5969266,0.098058587
103,3.4,-1.352647596,0,1,1,0,0.333362911,-0.019354839,0.457361196,0.562211982,-0.28204504,0.311381619,0.329307309,-0.394926824
98,4.8,0.247352404,1,1,0,0,-0.608457759,1.180645161,-0.209305471,-1.152073733,0.91795496,-0.888618381,0.244852557,-0.347265528
59,2.8,-0.752647596,0,1,1,0,1.869297203,-1.019354839,0.346250085,0.562211982,-1.68204504,-0.088618381,0.389969978,0.481882794
4,0.2,0.447352404,0,1,1,0,0.029461474,-3.019354839,-0.320416582,0.99078341,0.51795496,0.311381619,-0.68791403,0.773997686
93,4.4,-0.952647596,1,0,0,0,-1.629676103,1.380645161,0.457361196,-2.00921659,0.71795496,0.111381619,-0.475208836,-0.58602682
43,2.8,0.047352404,0,1,1,0,0.232062432,-1.219354839,-0.653749915,0.847926267,-0.48204504,-0.088618381,-0.028065824,0.294189372
107,2.6,-1.752647596,0,0,1,0,1.976073384,-1.219354839,0.346250085,1.276497696,-1.68204504,1.111381619,0.091083208,-0.527361139
70,5,1.247352404,1,1,0,0,-1.86239342,0.980645161,-0.209305471,-1.723502304,1.51795496,1.111381619,0.539416233,0.454523513
40,5,1.247352404,0,0,0,0,-0.028033392,1.780645161,-0.209305471,2.133640553,0.31795496,-0.288618381,0.233612898,0.594736111
51,3.4,1.247352404,0,1,1,0,-0.764515254,-0.819354839,-0.764861027,1.419354839,0.51795496,-0.288618381,0.283008932,0.211626902
55,3,0.047352404,0,1,1,0,-1.605035446,0.180645161,-0.09819436,1.419354839,-0.08204504,0.111381619,0.253764764,0.206248173
81,4.4,1.247352404,1,1,0,0,-1.462667205,0.980645161,-0.764861027,-2.00921659,0.51795496,-1.088618381,0.458529024,1.218733269
34,4,0.447352404,0,0,0,0,-0.597506356,1.580645161,-0.764861027,-1.723502304,1.31795496,-1.088618381,-0.667451147,-0.673171802
76,2.2,-1.352647596,0,1,0,0,0.629050796,-0.419354839,1.568472307,1.419354839,-1.28204504,3.711381619,-0.612640212,-0.119476718
23,3.8,-0.952647596,0,1,1,0,1.496949496,-0.019354839,0.679583418,-0.00921659,-1.28204504,0.911381619,0.587193448,0.585205408
90,2.6,-0.552647596,0,1,1,0,1.694074753,0.380645161,-0.764861027,-2.00921659,1.51795496,-1.288618381,-0.874578833,-1.197344269
29,5,0.847352404,1,1,1,0,-0.583817102,1.380645161,-0.764861027,-2.00921659,1.51795496,-1.288618381,0.041099729,0.093594706
40,4.2,1.047352404,1,1,1,0,-0.446924563,1.780645161,-0.653749915,2.133640553,0.51795496,-0.288618381,-0.465831622,0.378846775
14,4.2,0.047352404,1,1,1,0,-0.104693214,0.180645161,0.012916751,-0.866359447,-0.28204504,1.511381619,0.392055687,-0.199382894
100,5,1.247352404,1,0,0,0,-0.411332503,1.780645161,-0.320416582,-2.152073733,1.51795496,-1.088618381,-0.002779034,-0.420708457
93,1.6,-1.152647596,0,1,0,0,-1.676219566,-2.619354839,0.457361196,1.705069124,-1.08204504,0.511381619,0.311746846,0.979972703
93,3.4,-0.752647596,0,1,1,0,-0.904145644,-1.019354839,0.679583418,-1.00921659,0.11795496,0.511381619,0.793279813,0.529746829
13,2.4,-1.752647596,0,1,0,0,-0.164925932,-0.019354839,-0.320416582,-1.294930876,-1.68204504,0.511381619,-0.365797108,-0.311749798
83,3,-0.352647596,0,1,0,0,-1.320298964,-0.219354839,-0.653749915,-0.294930876,0.11795496,-0.888618381,0.078426067,-0.109344056
33,3.6,1.247352404,0,1,1,0,2.022616847,0.380645161,-0.653749915,-1.00921659,1.31795496,-0.888618381,-0.142911896,0.579229195
42,2.4,-0.552647596,0,1,1,1,1.346367703,-1.419354839,1.124027862,0.562211982,-1.28204504,0.711381619,-0.08238297,0.240005496
92,5,1.247352404,0,1,1,0,1.707764007,0.780645161,-0.653749915,-2.00921659,-1.08204504,-0.688618381,0.231839247,1.861849475
92,2,-1.752647596,0,1,0,0,2.603041214,-2.819354839,1.235138973,2.705069124,-1.48204504,1.311381619,0.071832814,-0.344237282
104,2.2,-0.752647596,0,1,1,1,0.911049428,-1.419354839,1.235138973,0.847926267,-0.88204504,1.511381619,-0.450752116,0.194215435
40,4.8,-0.752647596,0,1,1,0,-0.633098416,1.780645161,0.679583418,1.419354839,-0.08204504,0.311381619,0.314567012,-0.870837324
102,2.8,1.047352404,1,1,1,0,0.527750317,-0.819354839,-0.542638804,-0.723502304,0.31795496,-1.088618381,-0.314485748,1.010953978
41,1,-2.552647596,0,1,1,1,1.710501857,-1.819354839,1.457361196,-1.00921659,-1.08204504,3.111381619,-0.292063882,-1.414076272
21,5,1.247352404,0,1,1,0,0.497633959,1.380645161,-0.764861027,-0.723502304,1.51795496,-0.288618381,0.325716521,0.050505294
25,2.6,-1.352647596,0,1,1,0,-1.145076514,-0.219354839,0.235138973,-0.294930876,-0.68204504,-0.688618381,-0.291411373,-0.928526452
84,2.8,1.247352404,0,0,1,0,-0.616671312,1.780645161,-0.764861027,-2.00921659,1.51795496,-1.288618381,-2.043742246,0.108068853
61,5,1.247352404,1,1,1,0,-0.186828738,1.380645161,-0.653749915,1.419354839,0.51795496,-0.288618381,0.197906943,0.284538809
69,2.2,0.647352404,1,1,0,0,-1.046513885,-1.419354839,-0.653749915,-0.00921659,0.71795496,-1.088618381,-1.137654511,-0.299712652
38,3.8,-0.152647596,0,0,0,0,1.705026156,0.780645161,-0.320416582,1.276497696,-0.08204504,-0.288618381,-0.021514344,-0.959679013
105,3.8,0.847352404,1,1,0,0,1.160193849,-1.619354839,-0.320416582,1.847926267,1.31795496,-0.488618381,0.922280451,-0.109283873
